name|female|birthdate|birthplace|link
Christina Hendricks|True|1975-05-03|['Knoxville, Tennessee', ', U.S.']|https://en.wikipedia.org/wiki/Christina_Hendricks
Al Jolson|False||['Sredniki', ', ', 'Kovno Governorate', ', ', 'Russian Empire']|https://en.wikipedia.org/wiki/Al_Jolson
Anton Walbrook|False|1896-11-19|['Vienna', ', Austria']|https://en.wikipedia.org/wiki/Anton_Walbrook
Warner Oland|False|1879-10-03|['Nyby, ', 'Bjurholm Municipality', ', Sweden']|https://en.wikipedia.org/wiki/Warner_Oland
Sid Caesar|False|1922-09-08|['Yonkers, New York', ', U.S.']|https://en.wikipedia.org/wiki/Sid_Caesar
Yossele Rosenblatt|False|1882-05-09|[]|https://en.wikipedia.org/wiki/Yossele_Rosenblatt
Ally Maki|True|1986-12-29|['Kirkland', ', ', 'Washington', ', U.S.']|https://en.wikipedia.org/wiki/Ally_Maki
Milton Berle|False|1908-07-12|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Milton_Berle
Glynis Johns|True|1923-10-05|['Pretoria', ', ', 'Union of South Africa']|https://en.wikipedia.org/wiki/Glynis_Johns
Joey Badass|False|1995-01-20|[]|https://en.wikipedia.org/wiki/Joey_Badass
Eric Portman|False|1901-07-13|['Halifax', ', ', 'West Riding of Yorkshire', ', England']|https://en.wikipedia.org/wiki/Eric_Portman
Lori Alan|True|1966-07-18|['Potomac, Maryland', ', U.S.']|https://en.wikipedia.org/wiki/Lori_Alan
Roger Moore|False|1927-10-14|['Stockwell', ', London, England']|https://en.wikipedia.org/wiki/Roger_Moore
Graham Norton|False|1963-04-04|['Clondalkin', ', ', 'Dublin', ', ', 'Ireland']|https://en.wikipedia.org/wiki/Graham_Norton
Thomas Bo Larsen|False|1963-11-27|['Gladsaxe', ', ', 'Denmark']|https://en.wikipedia.org/wiki/Thomas_Bo_Larsen
Mads Mikkelsen|False|1965-11-22|['Copenhagen', ', Denmark']|https://en.wikipedia.org/wiki/Mads_Mikkelsen
Colman Domingo|False|1969-11-28|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Colman_Domingo
Genevieve Lemon|True|1958-04-21|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Genevieve_Lemon
Ralph Fiennes|False|1962-12-22|['Ipswich', ', ', 'Suffolk', ', England']|https://en.wikipedia.org/wiki/Ralph_Fiennes
Fay Bainter|True|1893-12-07|['Los Angeles', ', California, U.S.', '[1]']|https://en.wikipedia.org/wiki/Fay_Bainter
Mitzi Gaynor|True|1931-09-04|['Chicago, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Mitzi_Gaynor
Jonathan Winters|False|1925-11-11|[]|https://en.wikipedia.org/wiki/Jonathan_Winters
Terry-Thomas|False||[]|https://en.wikipedia.org/wiki/Terry-Thomas
Richard Cromwell (actor)|False|1910-01-08|['Long Beach, California', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Cromwell_(actor)
Jeanne Crain|True|1925-05-25|['Barstow, California', ', U.S.']|https://en.wikipedia.org/wiki/Jeanne_Crain
Larry Parks|False|1914-12-13|['Olathe, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Larry_Parks
Henry O'Neill|False|1891-08-10|['Orange, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Henry_O%27Neill
William Demarest|False|1892-02-27|['Saint Paul, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/William_Demarest
Spring Byington|True|1886-10-17|['Colorado Springs, Colorado', ', U.S.']|https://en.wikipedia.org/wiki/Spring_Byington
Dorothy Provine|True|1935-01-20|['Deadwood, South Dakota', ', U.S.']|https://en.wikipedia.org/wiki/Dorothy_Provine
Bill Goodwin|False|1910-07-28|['San Francisco, California', ', U.S.']|https://en.wikipedia.org/wiki/Bill_Goodwin
Kirby Howell-Baptiste|True|1987-02-07|['London', ', England']|https://en.wikipedia.org/wiki/Kirby_Howell-Baptiste
Jimmy Durante|False|1893-02-10|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Jimmy_Durante
Richard Greene|False|1918-08-25|['Plymouth', ', England']|https://en.wikipedia.org/wiki/Richard_Greene
Tony Goldwyn|False|1960-05-20|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Tony_Goldwyn
Angie Cepeda|True|1974-08-02|['Cartagena de Indias', ', ', 'Colombia']|https://en.wikipedia.org/wiki/Angie_Cepeda
Kodi Smit-McPhee|False|1996-06-13|['Adelaide', ', Australia']|https://en.wikipedia.org/wiki/Kodi_Smit-McPhee
Paul Walter Hauser|False|1986-10-15|['Saginaw, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Walter_Hauser
John Leguizamo|False|1960-07-22|['Bogotá', ', Colombia']|https://en.wikipedia.org/wiki/John_Leguizamo
John Boles (actor)|False|1895-10-28|['Greenville, Texas', ', U.S.']|https://en.wikipedia.org/wiki/John_Boles_(actor)
Paul Whiteman|False|1890-03-28|[]|https://en.wikipedia.org/wiki/Paul_Whiteman
Saniyya Sidney|True|2006-10-30|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Saniyya_Sidney
Aunjanue Ellis|True|1969-02-21|['San Francisco', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Aunjanue_Ellis
Martin Benson (actor)|False|1918-08-10|['London, England']|https://en.wikipedia.org/wiki/Martin_Benson_(actor)
Laura La Plante|True|1904-11-01|['St. Louis', ', Missouri, U.S.']|https://en.wikipedia.org/wiki/Laura_La_Plante
Stewart Granger|False|1913-05-06|['Kensington', ', London, England']|https://en.wikipedia.org/wiki/Stewart_Granger
William Shatner|False|1931-03-22|['Notre-Dame-de-Grâce', ', ', 'Montreal', ', ', 'Quebec', ', Canada']|https://en.wikipedia.org/wiki/William_Shatner
Edward Binns|False|1916-09-12|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Edward_Binns
Jeanie Lang|True||[]|https://en.wikipedia.org/wiki/Jeanie_Lang
Dennis Morgan|False|1908-12-20|['Prentice, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Dennis_Morgan
Richard Carlson (actor)|False|1912-04-29|['Albert Lea, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Carlson_(actor)
Kenneth MacKenna|False|1899-08-19|['Canterbury, New Hampshire', ', U.S.']|https://en.wikipedia.org/wiki/Kenneth_MacKenna
Jeanette Loff|True|1906-10-09|['Orofino, Idaho', ', U.S.']|https://en.wikipedia.org/wiki/Jeanette_Loff
Chang Chen|False|1976-10-14|['Taipei', ', ', 'Taiwan']|https://en.wikipedia.org/wiki/Chang_Chen
Colin Morgan|False|1986-01-01|['Armagh', ', Northern Ireland']|https://en.wikipedia.org/wiki/Colin_Morgan
Al Rinker|False|1907-12-20|[]|https://en.wikipedia.org/wiki/Al_Rinker
Harry Barris|False|1905-11-25|[]|https://en.wikipedia.org/wiki/Harry_Barris
Thor Heyerdahl|False|1914-10-06|['Larvik', ', Norway']|https://en.wikipedia.org/wiki/Thor_Heyerdahl
Rita Moreno|True|1931-12-11|['Humacao', ', ', 'Puerto Rico']|https://en.wikipedia.org/wiki/Rita_Moreno
William T. Kent|False|1886-04-29|['St. Paul, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/William_T._Kent
Olivia Cooke|True|1993-12-27|['Oldham', ', England']|https://en.wikipedia.org/wiki/Olivia_Cooke
Riz Ahmed|False|1982-12-01|['Wembley', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Riz_Ahmed
Jesse Plemons|False|1988-04-02|['Dallas, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Jesse_Plemons
Naomie Harris|True|1976-09-06|['London, England']|https://en.wikipedia.org/wiki/Naomie_Harris
Paul Raci|False|1948-04-07|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Raci
Lauren Ridloff|True|1978-04-06|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Lauren_Ridloff
Joel Fry (actor)|False||['London', ', England']|https://en.wikipedia.org/wiki/Joel_Fry_(actor)
Giulietta Masina|True|1921-02-22|['San Giorgio di Piano', ', ', 'Kingdom of Italy']|https://en.wikipedia.org/wiki/Giulietta_Masina
María Cecilia Botero|True|1955-05-13|['Medellin', ', ', 'Antioquia', ', Colombia']|https://en.wikipedia.org/wiki/Mar%C3%ADa_Cecilia_Botero
Stephanie Beatriz|True|1981-02-10|['Neuquén', ', Argentina']|https://en.wikipedia.org/wiki/Stephanie_Beatriz
Robert Young (actor)|False|1907-02-22|['Chicago', ', Illinois, U.S.']|https://en.wikipedia.org/wiki/Robert_Young_(actor)
Gene Tierney|True|1920-11-19|['Brooklyn', ', ', 'New York City', ', NY, U.S.']|https://en.wikipedia.org/wiki/Gene_Tierney
Ciarán Hinds|False|1953-02-09|['Belfast', ', ', 'Northern Ireland']|https://en.wikipedia.org/wiki/Ciar%C3%A1n_Hinds
Mike Faist|False|1992-01-05|['Gahanna, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Mike_Faist
Anita Ekberg|True|1931-09-29|['Malmö', ', Sweden']|https://en.wikipedia.org/wiki/Anita_Ekberg
Zendaya|True|1996-09-01|['Oakland, California', ', U.S.']|https://en.wikipedia.org/wiki/Zendaya
John Carroll (actor)|False|1906-07-17|['New Orleans', ', ', 'Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/John_Carroll_(actor)
Berry Brothers|False||[]|https://en.wikipedia.org/wiki/Berry_Brothers
Alain Cuny|False|1908-07-12|['Saint-Malo', ', ', 'Brittany', ', France']|https://en.wikipedia.org/wiki/Alain_Cuny
Vincent Price|False|1911-05-27|['St. Louis', ', Missouri, U.S.']|https://en.wikipedia.org/wiki/Vincent_Price
Yvonne Furneaux|True|1928-05-11|['Roubaix', ', ', 'Nord-Pas-de-Calais', ', France']|https://en.wikipedia.org/wiki/Yvonne_Furneaux
Evelyn Brent|True|1895-10-20|['Tampa, Florida', ', U.S.']|https://en.wikipedia.org/wiki/Evelyn_Brent
Annibale Ninchi|False||['Bologna', ', Italy']|https://en.wikipedia.org/wiki/Annibale_Ninchi
John Dehner|False|1915-11-23|['Staten Island, New York', ', U.S.']|https://en.wikipedia.org/wiki/John_Dehner
Judith Anderson|True|1897-02-10|['Adelaide', ', ', 'Colony of South Australia']|https://en.wikipedia.org/wiki/Judith_Anderson
Emil Jannings|False|1884-07-23|['Rorschach, Switzerland']|https://en.wikipedia.org/wiki/Emil_Jannings
Stanley Holloway|False||[]|https://en.wikipedia.org/wiki/Stanley_Holloway
Lex Barker|False|1919-05-08|['Rye, New York', ', U.S.']|https://en.wikipedia.org/wiki/Lex_Barker
Clifton Webb|False|1889-11-19|['Indianapolis', ', Indiana, U.S.']|https://en.wikipedia.org/wiki/Clifton_Webb
Masaki Okada|False|1989-08-15|['Tokyo', ', ', 'Japan']|https://en.wikipedia.org/wiki/Masaki_Okada
Kay Kendall|True|1927-05-21|['Withernsea', ', ', 'East Riding of Yorkshire', ', England']|https://en.wikipedia.org/wiki/Kay_Kendall
Ben Whishaw|False|1980-10-14|['Clifton, Bedfordshire', ', England']|https://en.wikipedia.org/wiki/Ben_Whishaw
Jacques Sernas|False|1925-07-30|['Kaunas', ', Lithuania']|https://en.wikipedia.org/wiki/Jacques_Sernas
Taina Elg|True|1930-03-09|['Helsinki, Finland', ',', '[1]']|https://en.wikipedia.org/wiki/Taina_Elg
Nadia Gray|True|1923-11-23|['Bucharest, Romania']|https://en.wikipedia.org/wiki/Nadia_Gray
Gloria Holden|True|1903-09-05|['London', ', UK']|https://en.wikipedia.org/wiki/Gloria_Holden
Arliss Howard|False|1954-10-18|['Independence', ', ', 'Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Arliss_Howard
Tom Pelphrey|False|1982-07-28|['Howell, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Tom_Pelphrey
Kirsten Dunst|True|1982-04-30|['Point Pleasant, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Kirsten_Dunst
Emma Thompson|True|1959-04-15|['London, England']|https://en.wikipedia.org/wiki/Emma_Thompson
Benedict Cumberbatch|False|1976-07-19|['Hammersmith', ', London, England']|https://en.wikipedia.org/wiki/Benedict_Cumberbatch
Mel Ferrer|False|1917-08-25|['Elberon, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Mel_Ferrer
Paul Douglas (actor)|False|1907-04-11|['Philadelphia, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Douglas_(actor)
Jeffrey Lynn|False||['Auburn, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Jeffrey_Lynn
Tom Burke (actor)|False|1981-06-30|['London', ', England']|https://en.wikipedia.org/wiki/Tom_Burke_(actor)
Zsa Zsa Gabor|True|1917-02-06|['Budapest', ', ', 'Austria-Hungary']|https://en.wikipedia.org/wiki/Zsa_Zsa_Gabor
Jon Whiteley|False|1945-02-19|['Monymusk', ', ', 'Scotland']|https://en.wikipedia.org/wiki/Jon_Whiteley
Vincent Winter|False|1947-12-29|['Aberdeen', ', ', 'Aberdeenshire', ', Scotland']|https://en.wikipedia.org/wiki/Vincent_Winter
Emma Stone|True|1988-11-06|['Scottsdale, Arizona', ', U.S.']|https://en.wikipedia.org/wiki/Emma_Stone
Duncan Macrae (actor)|False|1905-08-20|['Maryhill', ', ', 'Glasgow', ', ', 'Lanarkshire', ', Scotland']|https://en.wikipedia.org/wiki/Duncan_Macrae_(actor)
Stanley Adams (actor)|False|1915-04-07|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Stanley_Adams_(actor)
Stephen McKinley Henderson|False|1949-08-31|['Kansas City, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Stephen_McKinley_Henderson
Jamie Dornan|False|1982-05-01|['Holywood', ', ', 'County Down', ', Northern Ireland']|https://en.wikipedia.org/wiki/Jamie_Dornan
David Alvarez (actor)|False|1994-05-11|['Montreal', ', ', 'Quebec', ', Canada']|https://en.wikipedia.org/wiki/David_Alvarez_(actor)
Frances Dee|True|1909-11-26|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Frances_Dee
Lashana Lynch|True|1987-11-27|['London', ', England']|https://en.wikipedia.org/wiki/Lashana_Lynch
Jean Parker|True|1915-08-11|['Deer Lodge', ', ', 'Montana', ', U.S.']|https://en.wikipedia.org/wiki/Jean_Parker
Margaret O'Brien|True|1937-01-15|['San Diego, California', ', U.S.']|https://en.wikipedia.org/wiki/Margaret_O%27Brien
Edna May Oliver|True|1883-11-09|['Malden, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Edna_May_Oliver
袁子芸|NA|1990-09-21|[]|https://zh.wikipedia.org/wiki/%E8%A2%81%E5%AD%90%E8%8A%B8
Douglass Montgomery|False|1909-10-29|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Douglass_Montgomery
Janet Leigh|True|1927-07-06|['Merced, California', ', U.S.']|https://en.wikipedia.org/wiki/Janet_Leigh
Dave Bautista|False|1969-01-18|['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/Dave_Bautista
Judi Dench|True|1934-12-09|['Heworth, York', ', England']|https://en.wikipedia.org/wiki/Judi_Dench
Henry Stephenson|False|1871-04-16|['Grenada', ', ', 'British West Indies']|https://en.wikipedia.org/wiki/Henry_Stephenson
Rossano Brazzi|False||['Bologna', ', ', 'Kingdom of Italy']|https://en.wikipedia.org/wiki/Rossano_Brazzi
Alan Kim|False|2012-04-23|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Alan_Kim
Han Ye-ri|True|1984-12-23|['Jecheon', ', ', 'North Chungcheong Province', ', South Korea']|https://en.wikipedia.org/wiki/Han_Ye-ri
Youn Yuh-jung|True|1947-06-19|['Kaesong', ', ', 'Gyeonggi', ', ', 'Korea', ' ', '(now Kaesong, ', 'North Hwanghae', ', ', 'North Korea', ')']|https://en.wikipedia.org/wiki/Youn_Yuh-jung
Guy Standing (actor)|False|1873-09-01|['London', ', England']|https://en.wikipedia.org/wiki/Guy_Standing_(actor)
Will Patton|False|1954-06-14|['Charleston, South Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Will_Patton
Steven Yeun|False|1983-12-21|['Seoul', ', South Korea']|https://en.wikipedia.org/wiki/Steven_Yeun
Daws Butler|False|1916-11-16|['Toledo, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Daws_Butler
Jim Backus|False|1913-02-25|['Cleveland', ', ', 'Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Jim_Backus
LaKeith Stanfield|False|1991-08-12|['San Bernardino', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/LaKeith_Stanfield
Caitríona Balfe|True|1979-10-04|['Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Caitr%C3%ADona_Balfe
Ariana DeBose|True|1991-01-25|['Wilmington, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Ariana_DeBose
Ansel Elgort|False|1994-03-14|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Ansel_Elgort
Cameron Mitchell (actor)|False|1918-11-04|['Dallastown, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Cameron_Mitchell_(actor)
Curd Jürgens|False|1915-12-13|['Solln', ', ', 'Kingdom of Bavaria', ', ', 'German Empire']|https://en.wikipedia.org/wiki/Curd_J%C3%BCrgens
Dominique Fishback|True|1991-03-22|['New York City, U.S.']|https://en.wikipedia.org/wiki/Dominique_Fishback
Ana de Armas|True|1988-04-30|['Havana', ', Cuba']|https://en.wikipedia.org/wiki/Ana_de_Armas
Lusia Harris|True|1955-02-10|[]|https://en.wikipedia.org/wiki/Lusia_Harris
Richard Todd|False|1919-06-11|['Dublin', ', ', 'Ireland']|https://en.wikipedia.org/wiki/Richard_Todd
James Donald|False|1917-05-18|['Aberdeen', ', ', 'Scotland']|https://en.wikipedia.org/wiki/James_Donald
Betsy Blair|True|1923-12-11|['Cliffside Park, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Betsy_Blair
Christopher Olsen (actor)|False||['Los Angeles, California', ', U.S.A']|https://en.wikipedia.org/wiki/Christopher_Olsen_(actor)
Brenda de Banzie|True|1909-07-28|['Manchester', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Brenda_de_Banzie
Anne-Marie Blanc|True||[]|https://en.wikipedia.org/wiki/Anne-Marie_Blanc
Heinrich Gretler|False|1897-10-01|['Zurich', ', ', 'Switzerland']|https://en.wikipedia.org/wiki/Heinrich_Gretler
Daniel Gélin|False|1921-05-19|['Angers', ', ', 'Maine-et-Loire', ', France']|https://en.wikipedia.org/wiki/Daniel_G%C3%A9lin
Joe Mantell|False|1915-12-21|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Joe_Mantell
Armin Schweizer|False||[]|https://en.wikipedia.org/wiki/Armin_Schweizer
Irina Demick|True|1936-10-16|['Pommeuse', ', ', 'Seine-et-Marne', ', France']|https://en.wikipedia.org/wiki/Irina_Demick
Frank Sutton|False|1923-10-23|['Clarksville, Tennessee', ', U.S.']|https://en.wikipedia.org/wiki/Frank_Sutton
Reggie Nalder|False|1907-09-04|['Vienna, Austria']|https://en.wikipedia.org/wiki/Reggie_Nalder
Karen Steele|True|1931-03-20|['Honolulu', ', ', 'Territory of Hawaii', ', U.S.']|https://en.wikipedia.org/wiki/Karen_Steele
Mathilde Danegger|True|1903-08-02|['Vienna', ', ', 'Austria-Hungary']|https://en.wikipedia.org/wiki/Mathilde_Danegger
Jerry Paris|False|1925-07-25|['San Francisco', ', California, U.S.']|https://en.wikipedia.org/wiki/Jerry_Paris
Dick Van Dyke|False|1925-12-13|['West Plains, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Dick_Van_Dyke
Kenneth More|False|1914-09-20|['Gerrards Cross', ', ', 'Buckinghamshire', ', England']|https://en.wikipedia.org/wiki/Kenneth_More
Jean Muir (actress)|True|1911-02-13|['Suffern, New York', ', U.S.']|https://en.wikipedia.org/wiki/Jean_Muir_(actress)
Hermione Baddeley|True|1906-11-13|['Broseley', ', ', 'Shropshire', ', England']|https://en.wikipedia.org/wiki/Hermione_Baddeley
Robert Armstrong (actor)|False|1890-11-20|['Saginaw, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Armstrong_(actor)
Jeanette MacDonald|True|1903-06-18|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Jeanette_MacDonald
Ross Alexander|False|1907-07-27|['Brooklyn', ', New York, U.S.']|https://en.wikipedia.org/wiki/Ross_Alexander
Jack Carson|False|1910-10-27|['Carman, Manitoba', ', Canada']|https://en.wikipedia.org/wiki/Jack_Carson
Karen Dotrice|True|1955-11-09|['Guernsey', ', ', 'Channel Islands']|https://en.wikipedia.org/wiki/Karen_Dotrice
Matthew Garber|False|1956-03-25|['Stepney, London', ', England']|https://en.wikipedia.org/wiki/Matthew_Garber
Douglas Fowley|False|1911-05-30|['The Bronx', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Douglas_Fowley
Zachary Scott|False|1914-02-21|['Austin, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Zachary_Scott
Marie Dressler|True|1868-11-09|['Cobourg, Ontario', ', Canada']|https://en.wikipedia.org/wiki/Marie_Dressler
Elsa Lanchester|True|1902-10-28|['Lewisham', ', London, England']|https://en.wikipedia.org/wiki/Elsa_Lanchester
Joe E. Brown|False|1891-07-28|['Holgate, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Joe_E._Brown_(comedian)
Eve Arden|True|1908-04-30|['Mill Valley, California', ', U.S.']|https://en.wikipedia.org/wiki/Eve_Arden
Patty Duke|True|1946-12-14|['New York City, U.S.']|https://en.wikipedia.org/wiki/Patty_Duke
Arthur Treacher|False|1894-07-23|['Brighton', ', ', 'East Sussex', ', England']|https://en.wikipedia.org/wiki/Arthur_Treacher
Edmund Gwenn|False|1877-09-26|['Wandsworth', ', ', 'London', ', England', '[1]']|https://en.wikipedia.org/wiki/Edmund_Gwenn
Reginald Owen|False|1887-08-05|['Wheathampstead', ', ', 'Hertfordshire', ', England']|https://en.wikipedia.org/wiki/Reginald_Owen
Victor Jory|False|1902-11-23|['Dawson City', ', ', 'Yukon', ', Canada']|https://en.wikipedia.org/wiki/Victor_Jory
Ann Blyth|True|1928-08-16|['Mount Kisco, New York', ', U.S.']|https://en.wikipedia.org/wiki/Ann_Blyth
Anita Louise|True|1915-01-09|['New York City, U.S.']|https://en.wikipedia.org/wiki/Anita_Louise
Bruce Bennett|False|1906-05-19|['Tacoma, Washington', ', U.S.']|https://en.wikipedia.org/wiki/Bruce_Bennett
Aimé Clariond|False|1894-05-10|['Périgueux', ', France']|https://en.wikipedia.org/wiki/Aim%C3%A9_Clariond
Pierre Fresnay|False|1897-04-04|['Paris', ', ', 'France']|https://en.wikipedia.org/wiki/Pierre_Fresnay
